formattedAddress,addressLine1,city,state,zipCode,price,lastSeen,createdDate,rawAddress,county,propertyType,listedDate,status,removedDate,daysOnMarket,id,latitude,longitude,bathrooms,bedrooms,addressLine2,squareFootage,yearBuilt,lotSize
"5460 S Cornell Ave, Apt 3W, Chicago, IL 60615",5460 S Cornell Ave,Chicago,IL,60615,1450,2022-08-18T02:40:46.967Z,2022-08-18T02:40:46.967Z,,Cook County,Condo,2022-08-16T20:07:19.000Z,Inactive,2022-08-25T03:23:26.413Z,9,"5460-S-Cornell-Ave,-Apt-3W,-Chicago,-IL-60615",41.796449,-87.586001,1,2,Apt 3W,900,1920,
"5346 S Cornell Ave, Apt 305, Chicago, IL 60615",5346 S Cornell Ave,Chicago,IL,60615,2000,2022-08-06T09:41:24.182Z,2022-08-05T09:37:14.889Z,,Cook County,Apartment,2022-08-05T09:37:14.889Z,Inactive,2022-08-14T03:23:48.545Z,9,"5346-S-Cornell-Ave,-Apt-305,-Chicago,-IL-60615",41.798119,-87.585998,2,2,Apt 305,,,
"5336 5338 S Hyde Park Blvd, Chicago, IL 60615",5336 5338 S Hyde Park Blvd,Chicago,IL,60615,995,2022-08-06T09:37:49.998Z,2020-07-04T06:19:30.794Z,,Cook County,Single Family,2021-06-17T03:20:43.072Z,Inactive,2022-08-14T03:23:48.545Z,424,"5336-5338-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798589,-87.584126,1,1,,,,
"5325 S Hyde Park Blvd, Chicago, IL 60615",5325 S Hyde Park Blvd,Chicago,IL,60615,1420,2022-08-06T09:24:13.029Z,2021-10-19T02:47:56.360Z,,Cook County,Single Family,2021-10-19T02:47:56.360Z,Inactive,2022-08-14T03:23:48.545Z,300,"5325-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798685,-87.583907,1,2,,,,
"5430 S Cornell Ave, Chicago, IL 60615",5430 S Cornell Ave,Chicago,IL,60615,1775,2022-08-06T09:16:50.393Z,2021-06-22T02:59:21.646Z,,Cook County,Single Family,2021-06-22T02:59:21.646Z,Inactive,2022-08-14T03:23:48.545Z,419,"5430-S-Cornell-Ave,-Chicago,-IL-60615",41.79715,-87.586004,1,2,,,,
"5300 5308 S Hyde Park Blvd, Chicago, IL 60615",5300 5308 S Hyde Park Blvd,Chicago,IL,60615,1850,2022-08-06T08:37:02.405Z,2020-06-26T18:48:24.880Z,,Cook County,Single Family,2021-06-17T03:23:37.117Z,Inactive,2022-08-14T03:23:48.545Z,424,"5300-5308-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.799339,-87.58447,1,2,,,,
"5337 S Hyde Park Blvd, Chicago, IL 60615",5337 S Hyde Park Blvd,Chicago,IL,60615,1600,2022-08-06T08:23:54.915Z,2021-06-19T02:53:56.354Z,,Cook County,Single Family,2021-06-19T02:53:56.354Z,Inactive,2022-08-14T03:23:48.545Z,422,"5337-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798443,-87.583902,1,1,,,,
"5401 S Cornell Ave, Apt 403, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,869,2022-08-06T04:17:11.906Z,2022-08-05T01:53:53.777Z,,Cook County,Apartment,2022-08-05T01:53:53.777Z,Inactive,2022-08-14T03:22:15.615Z,10,"5401-S-Cornell-Ave,-Apt-403,-Chicago,-IL-60615",41.797903,-87.585057,1,,Apt 403,,,
"5401 S Cornell Ave, Apt 413, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,849,2022-08-06T04:17:11.905Z,2022-08-05T01:53:53.776Z,,Cook County,Apartment,2022-08-05T01:53:53.776Z,Inactive,2022-08-14T03:22:15.615Z,10,"5401-S-Cornell-Ave,-Apt-413,-Chicago,-IL-60615",41.797903,-87.585057,1,,Apt 413,,,
"5401 S Cornell Ave, Apt 405, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,849,2022-08-06T04:17:11.904Z,2022-08-05T01:53:53.776Z,,Cook County,Apartment,2022-08-05T01:53:53.776Z,Inactive,2022-08-14T03:22:15.615Z,10,"5401-S-Cornell-Ave,-Apt-405,-Chicago,-IL-60615",41.797903,-87.585057,1,,Apt 405,,,
"5401 S Cornell Ave, Unit 403, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,869,2022-07-28T03:58:07.702Z,2022-07-24T02:53:50.613Z,,Cook County,Apartment,2022-07-24T02:53:50.613Z,Inactive,2022-08-12T04:48:49.902Z,20,"5401-S-Cornell-Ave,-Unit-403,-Chicago,-IL-60615",41.797903,-87.585057,1,,Unit 403,,,
"5401 S Cornell Ave, Unit 402, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,869,2022-07-28T03:58:07.702Z,2022-07-24T02:53:50.610Z,,Cook County,Apartment,2022-07-24T02:53:50.610Z,Inactive,2022-08-12T04:48:49.902Z,20,"5401-S-Cornell-Ave,-Unit-402,-Chicago,-IL-60615",41.797903,-87.585057,1,,Unit 402,,,
"5401 S Cornell Ave, Unit 413, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,849,2022-07-28T03:58:07.701Z,2022-07-24T02:53:50.609Z,,Cook County,Apartment,2022-07-24T02:53:50.609Z,Inactive,2022-08-12T04:48:49.902Z,20,"5401-S-Cornell-Ave,-Unit-413,-Chicago,-IL-60615",41.797903,-87.585057,1,,Unit 413,,,
"5401 S Cornell Ave, Unit 405, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,849,2022-07-28T03:58:07.701Z,2022-07-24T02:53:50.610Z,,Cook County,Apartment,2022-07-24T02:53:50.610Z,Inactive,2022-08-12T04:48:49.902Z,20,"5401-S-Cornell-Ave,-Unit-405,-Chicago,-IL-60615",41.797903,-87.585057,1,,Unit 405,,,
"5326 S Cornell Ave, Apt 405, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1125,2022-07-26T03:42:46.524Z,2022-07-12T03:30:37.585Z,,Cook County,Apartment,2022-07-12T03:30:37.585Z,Inactive,2022-08-12T04:37:14.712Z,32,"5326-S-Cornell-Ave,-Apt-405,-Chicago,-IL-60615",41.798717,-87.586013,1,1,Apt 405,,,
"5430 S Cornell Ave, # #rear4, Chicago, IL 60615",5430 S Cornell Ave,Chicago,IL,60615,1090,2022-07-26T03:34:37.768Z,2022-06-29T03:24:43.256Z,,Cook County,Apartment,2022-06-29T03:24:43.256Z,Inactive,2022-08-12T04:37:14.712Z,45,"5430-S-Cornell-Ave,----rear4,-Chicago,-IL-60615",41.79715,-87.586004,1,,# #rear4,406,,
"5430 S Cornell Ave, # #rear1, Chicago, IL 60615",5430 S Cornell Ave,Chicago,IL,60615,1775,2022-07-25T03:33:19.876Z,2022-07-13T03:10:33.862Z,,Cook County,Apartment,2022-07-13T03:10:33.862Z,Inactive,2022-08-12T04:37:14.712Z,31,"5430-S-Cornell-Ave,----rear1,-Chicago,-IL-60615",41.79715,-87.586004,2,2,# #rear1,812,,
"5325 S Cornell Ave, Unit 418, Chicago, IL 60615",5325 S Cornell Ave,Chicago,IL,60615,700,2022-07-19T03:04:04.066Z,2021-06-17T03:23:08.929Z,,Cook County,Apartment,2021-06-17T03:23:08.929Z,Inactive,2022-08-12T04:29:35.282Z,422,"5325-S-Cornell-Ave,-Unit-418,-Chicago,-IL-60615",41.798727,-87.585059,1,,Unit 418,,,
"5326 S Cornell Ave, Apt 214, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1148,2022-11-16T03:42:21.269Z,2022-10-15T02:52:24.261Z,,Cook County,Apartment,2022-10-14T09:11:56.000Z,Active,,33,"5326-S-Cornell-Ave,-Apt-214,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 214,,,
"5326 S Cornell Ave, Apt 204, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1149,2022-11-16T03:40:38.004Z,2022-10-15T02:52:24.279Z,,Cook County,Apartment,2022-10-16T21:47:00.000Z,Active,,31,"5326-S-Cornell-Ave,-Apt-204,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 204,,,
"5326 S Cornell Ave, Apt 500, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1173,2022-11-16T03:16:32.292Z,2022-11-05T02:13:39.849Z,,Cook County,Apartment,2022-11-04T22:02:45.000Z,Active,,12,"5326-S-Cornell-Ave,-Apt-500,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 500,,,
"1716 E 54th St, Apt F, Chicago, IL 60615",1716 E 54th St,Chicago,IL,60615,4500,2022-11-16T02:31:47.935Z,2022-11-12T01:25:30.355Z,,Cook County,Townhouse,2022-11-11T20:58:34.000Z,Active,,5,"1716-E-54th-St,-Apt-F,-Chicago,-IL-60615",41.798516,-87.583189,2.5,4,Apt F,,1998,
"5326 S Cornell Ave, Apt 503, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1172,2022-11-16T02:31:34.178Z,2022-02-24T03:27:09.660Z,,Cook County,Apartment,2022-11-14T20:03:17.000Z,Active,,2,"5326-S-Cornell-Ave,-Apt-503,-Chicago,-IL-60615",41.798717,-87.586013,1,1,Apt 503,,,
"5300-5308 S Hyde Park Blvd, Unit 5306B3, Chicago, IL 60615",5300-5308 S Hyde Park Blvd,Chicago,IL,60615,1250,2022-11-13T00:22:16.449Z,2022-11-13T00:22:16.449Z,,Cook County,Apartment,2022-11-12T19:51:27.000Z,Active,,1,"5300-5308-S-Hyde-Park-Blvd,-Unit-5306B3,-Chicago,-IL-60615",41.799263,-87.584439,1,1,Unit 5306B3,,,
"5336 S Hyde Park Blvd, Unit 205, Chicago, IL 60615",5336 S Hyde Park Blvd,Chicago,IL,60615,1095,2022-11-11T03:33:41.673Z,2022-10-15T02:23:03.667Z,,Cook County,Apartment,2022-10-14T22:01:13.000Z,Active,,28,"5336-S-Hyde-Park-Blvd,-Unit-205,-Chicago,-IL-60615",41.798458,-87.584451,1,1,Unit 205,,,
"5401 S Cornell Ave, Apt 514, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,775,2022-11-11T03:10:58.509Z,2022-11-11T03:10:58.509Z,,Cook County,Apartment,2022-11-03T13:53:17.000Z,Active,,8,"5401-S-Cornell-Ave,-Apt-514,-Chicago,-IL-60615",41.797903,-87.585057,1,,Apt 514,300,,
"5326 S Cornell Ave, Apt 207, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1055,2022-11-01T03:38:16.662Z,2022-10-08T02:05:09.562Z,,Cook County,Apartment,2022-10-08T09:02:03.000Z,Inactive,2022-11-08T03:47:01.350Z,31,"5326-S-Cornell-Ave,-Apt-207,-Chicago,-IL-60615",41.798717,-87.586013,1,1,Apt 207,,,
"5300 S Hyde Park Blvd, Apt 205, Chicago, IL 60615",5300 S Hyde Park Blvd,Chicago,IL,60615,1150,2022-10-31T01:50:20.997Z,2022-10-25T01:09:31.954Z,,Cook County,Apartment,2022-10-30T21:46:05.000Z,Inactive,2022-11-07T03:46:26.085Z,8,"5300-S-Hyde-Park-Blvd,-Apt-205,-Chicago,-IL-60615",41.799355,-87.58447,1,1,Apt 205,,,
"5326 S Cornell Ave, Apt 311, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,935,2022-10-20T03:39:44.393Z,2022-07-15T03:52:03.309Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-27T03:46:07.083Z,49,"5326-S-Cornell-Ave,-Apt-311,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 311,,,
"5326 S Cornell Ave, Apt 414, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1023,2022-10-17T03:40:26.236Z,2022-06-22T02:57:04.136Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-24T03:43:57.830Z,46,"5326-S-Cornell-Ave,-Apt-414,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 414,,,
"5326 S Cornell Ave, Apt 408, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1040,2022-10-16T03:39:46.988Z,2022-07-15T03:50:03.447Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-10-23T03:43:58.926Z,45,"5326-S-Cornell-Ave,-Apt-408,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 408,,,
"5401 S Cornell Ave, Unit 607, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,869,2022-10-14T02:04:24.727Z,2022-10-14T02:04:24.727Z,,Cook County,Apartment,2022-10-13T06:21:17.000Z,Inactive,2022-10-21T03:45:55.806Z,8,"5401-S-Cornell-Ave,-Unit-607,-Chicago,-IL-60615",41.797903,-87.585057,1,,Unit 607,300,,
"5326 S Cornell Ave, Apt 410, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1017,2022-10-12T03:42:23.317Z,2022-04-14T03:19:07.925Z,,Cook County,Apartment,2022-09-10T09:04:04.000Z,Inactive,2022-10-21T03:43:23.990Z,41,"5326-S-Cornell-Ave,-Apt-410,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 410,,,
"5401 S Hyde Park Blvd, Apt 1304, Chicago, IL 60615",5401 S Hyde Park Blvd,Chicago,IL,60615,1850,2022-10-07T03:36:33.450Z,2022-09-27T02:21:29.777Z,,Cook County,Apartment,2022-09-25T09:03:06.000Z,Inactive,2022-10-14T03:47:34.765Z,19,"5401-S-Hyde-Park-Blvd,-Apt-1304,-Chicago,-IL-60615",41.797945,-87.583604,2,2,Apt 1304,1000,,
"5345 S Hyde Park Blvd, Apt 1, Chicago, IL 60615",5345 S Hyde Park Blvd,Chicago,IL,60615,2500,2022-10-07T03:27:16.335Z,2022-10-05T03:00:03.039Z,,Cook County,Condo,2022-09-30T03:40:32.000Z,Inactive,2022-10-14T03:47:34.765Z,15,"5345-S-Hyde-Park-Blvd,-Apt-1,-Chicago,-IL-60615",41.798286,-87.583612,2,2,Apt 1,1400,,
"5400 S Hyde Park Blvd, Unit B13, Chicago, IL 60615",5400 S Hyde Park Blvd,Chicago,IL,60615,2400,2022-10-06T03:40:54.914Z,2020-06-26T04:37:00.442Z,,Cook County,Condo,2022-09-04T18:31:07.000Z,Inactive,2022-10-13T03:46:47.245Z,39,"5400-S-Hyde-Park-Blvd,-Unit-B13,-Chicago,-IL-60615",41.797634,-87.584442,1.5,3,Unit B13,1600,1979,
"5345 S Hyde Park Blvd, Chicago, IL 60615",5345 S Hyde Park Blvd,Chicago,IL,60615,2500,2022-10-04T03:12:04.927Z,2022-10-01T02:50:41.729Z,,Cook County,Condo,2022-09-30T03:40:32.000Z,Inactive,2022-10-11T03:45:30.797Z,12,"5345-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798279,-87.583622,2,2,,1400,,
"5401 S Hyde Park Blvd, Chicago, IL 60615",5401 S Hyde Park Blvd,Chicago,IL,60615,2000,2022-10-01T03:25:47.881Z,2021-11-27T03:26:02.034Z,,Cook County,Condo,2022-09-01T03:39:40.000Z,Inactive,2022-10-08T03:40:05.257Z,38,"5401-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.797957,-87.58357,2,2,,1000,,
"5326 S Cornell Ave, Apt 508, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1300,2022-09-10T02:57:13.633Z,2022-02-23T03:39:02.162Z,,Cook County,Apartment,2022-09-08T22:02:47.000Z,Inactive,2022-09-17T03:28:12.281Z,9,"5326-S-Cornell-Ave,-Apt-508,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 508,,,
"5424 S Cornell Ave, Chicago, IL 60615",5424 S Cornell Ave,Chicago,IL,60615,1000,2022-09-08T03:25:31.883Z,2019-11-07T10:07:21.489Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-15T03:28:22.874Z,364,"5424-S-Cornell-Ave,-Chicago,-IL-60615",41.797273,-87.586002,1,0,,,1928,
"5307 S Hyde Park Blvd, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1680,2022-09-08T03:25:26.929Z,2019-11-07T10:05:45.013Z,,Cook County,Apartment,2021-10-01T14:15:32.000Z,Inactive,2022-09-15T03:28:22.874Z,349,"5307-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.7993,-87.58363,1,,,,1918,
"5346 S Cornell Ave, Unit 10, Chicago, IL 60615",5346 S Cornell Ave,Chicago,IL,60615,2000,2022-09-08T03:24:09.356Z,2022-01-07T03:13:00.731Z,,Cook County,Condo,2021-12-10T21:15:40.000Z,Inactive,2022-09-15T03:28:22.874Z,279,"5346-S-Cornell-Ave,-Unit-10,-Chicago,-IL-60615",41.798117,-87.585948,2,2,Unit 10,1140,,
"5401 S Cornell Ave, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,735,2022-09-08T03:24:09.343Z,2022-01-08T03:18:25.058Z,,Cook County,Apartment,2022-01-03T20:16:25.000Z,Inactive,2022-09-15T03:28:22.874Z,255,"5401-S-Cornell-Ave,-Chicago,-IL-60615",41.797902,-87.585056,1,0,,,2022,
"5307 S Hyde Park Blvd, Apt 1012, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1775,2022-09-07T03:24:51.474Z,2022-08-05T09:32:03.767Z,,Cook County,Apartment,2022-08-05T09:32:03.767Z,Inactive,2022-09-14T03:28:09.920Z,40,"5307-S-Hyde-Park-Blvd,-Apt-1012,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 1012,610,,
"5326 S Cornell Ave, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1098,2022-09-07T03:23:45.779Z,2019-11-07T10:05:45.368Z,,Cook County,Apartment,2021-09-16T23:39:33.000Z,Inactive,2022-09-14T03:28:09.920Z,363,"5326-S-Cornell-Ave,-Chicago,-IL-60615",41.798717,-87.586013,1,,,,1920,
"5325-5327 S Cornell Ave, Chicago, IL 60615",5325-5327 S Cornell Ave,Chicago,IL,60615,555,2022-09-07T03:21:43.183Z,2022-05-10T03:16:29.456Z,,Cook County,Apartment,2021-12-10T02:20:45.000Z,Inactive,2022-09-14T03:28:09.920Z,279,"5325-5327-S-Cornell-Ave,-Chicago,-IL-60615",41.798727,-87.585059,1,0,,,1922,
"5300 S Hyde Park Blvd, Apt 405, Chicago, IL 60615",5300 S Hyde Park Blvd,Chicago,IL,60615,1150,2022-09-03T02:11:40.051Z,2022-09-02T00:10:09.884Z,,Cook County,Apartment,2022-09-01T21:10:42.000Z,Inactive,2022-09-10T03:27:10.663Z,9,"5300-S-Hyde-Park-Blvd,-Apt-405,-Chicago,-IL-60615",41.799355,-87.58447,1,1,Apt 405,,,
"5326 S Cornell Ave, Apt 307, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1185,2022-09-01T03:03:56.157Z,2022-08-23T01:59:21.540Z,,Cook County,Apartment,2022-08-22T21:14:32.000Z,Inactive,2022-09-08T03:26:27.399Z,17,"5326-S-Cornell-Ave,-Apt-307,-Chicago,-IL-60615",41.798717,-87.586013,1,1,Apt 307,,,
"5326 S Cornell Ave, Apt 314, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,996,2022-08-29T03:22:37.891Z,2022-06-19T02:58:45.172Z,,Cook County,Apartment,2022-07-10T21:17:48.000Z,Inactive,2022-09-05T03:25:48.236Z,57,"5326-S-Cornell-Ave,-Apt-314,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 314,,,
"5325 S Hyde Park Blvd, Apt 3E, Chicago, IL 60615",5325 S Hyde Park Blvd,Chicago,IL,60615,1420,2022-08-27T00:40:03.806Z,2022-08-27T00:40:03.806Z,,Cook County,Apartment,2022-08-26T21:10:21.000Z,Inactive,2022-09-03T03:25:38.770Z,8,"5325-S-Hyde-Park-Blvd,-Apt-3E,-Chicago,-IL-60615",41.798804,-87.583636,1,1,Apt 3E,,,
"5326 S Cornell Ave, Apt 411, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,967,2022-08-25T03:18:56.340Z,2022-02-23T03:40:03.072Z,,Cook County,Apartment,2022-07-25T08:18:35.000Z,Inactive,2022-09-01T03:25:01.284Z,38,"5326-S-Cornell-Ave,-Apt-411,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 411,,,
"5326 S Cornell Ave, Apt 300, Chicago, IL 60615",5326 S Cornell Ave,Chicago,IL,60615,1023,2022-08-25T03:18:14.094Z,2022-07-28T03:45:59.598Z,,Cook County,Apartment,2022-07-26T08:13:40.000Z,Inactive,2022-09-01T03:25:01.284Z,37,"5326-S-Cornell-Ave,-Apt-300,-Chicago,-IL-60615",41.798717,-87.586013,1,,Apt 300,,,
"5401 S Hyde Park Blvd, Apt 1205, Chicago, IL 60615",5401 S Hyde Park Blvd,Chicago,IL,60615,2500,2022-08-19T03:19:23.505Z,2020-06-10T06:59:38.423Z,,Cook County,Condo,2022-07-20T21:20:53.000Z,Inactive,2022-08-26T03:23:51.416Z,37,"5401-S-Hyde-Park-Blvd,-Apt-1205,-Chicago,-IL-60615",41.797945,-87.583604,2,2,Apt 1205,1100,1964,
"5307 S Hyde Park Blvd, Apt 914, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2155,2022-08-06T09:49:24.853Z,2022-05-12T03:06:53.450Z,,Cook County,Apartment,2022-05-12T03:06:53.450Z,Inactive,2022-08-14T03:23:48.545Z,95,"5307-S-Hyde-Park-Blvd,-Apt-914,-Chicago,-IL-60615",41.799327,-87.583625,1,2,Apt 914,822,,
"5307 S Hyde Park Blvd, Apt 703, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2150,2022-08-06T09:49:24.852Z,2022-03-12T03:00:17.303Z,,Cook County,Apartment,2022-03-12T03:00:17.303Z,Inactive,2022-08-14T03:23:48.545Z,156,"5307-S-Hyde-Park-Blvd,-Apt-703,-Chicago,-IL-60615",41.799327,-87.583625,1,2,Apt 703,823,,
"5307 S Hyde Park Blvd, Apt 803, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,2130,2022-08-06T09:49:24.851Z,2022-06-12T02:53:43.683Z,,Cook County,Apartment,2022-06-12T02:53:43.683Z,Inactive,2022-08-14T03:23:48.545Z,64,"5307-S-Hyde-Park-Blvd,-Apt-803,-Chicago,-IL-60615",41.799327,-87.583625,1,2,Apt 803,823,,
"5307 S Hyde Park Blvd, Apt 417, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1500,2022-08-06T09:46:10.244Z,2022-08-05T09:37:58.574Z,,Cook County,Apartment,2022-08-05T09:37:58.574Z,Inactive,2022-08-14T03:23:48.545Z,9,"5307-S-Hyde-Park-Blvd,-Apt-417,-Chicago,-IL-60615",41.799327,-87.583625,1,,Apt 417,468,,
"5346 S Cornell Ave, Apt 305, Chicago, IL 60615",5346 S Cornell Ave,Chicago,IL,60615,2000,2022-08-06T09:41:24.182Z,2022-08-05T09:37:14.889Z,,Cook County,Apartment,2022-08-05T09:37:14.889Z,Inactive,2022-08-14T03:23:48.545Z,9,"5346-S-Cornell-Ave,-Apt-305,-Chicago,-IL-60615",41.798119,-87.585998,2,2,Apt 305,,,
"5307 S Hyde Park Blvd, Apt 1105, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1985,2022-08-06T09:40:32.215Z,2022-06-12T03:05:10.079Z,,Cook County,Apartment,2022-06-12T03:05:10.079Z,Inactive,2022-08-14T03:23:48.545Z,64,"5307-S-Hyde-Park-Blvd,-Apt-1105,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 1105,730,,
"5307 S Hyde Park Blvd, Apt 320, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1750,2022-08-06T09:40:32.198Z,2022-08-05T09:32:03.775Z,,Cook County,Apartment,2022-08-05T09:32:03.775Z,Inactive,2022-08-14T03:23:48.545Z,9,"5307-S-Hyde-Park-Blvd,-Apt-320,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 320,670,,
"5307 S Hyde Park Blvd, Apt 515, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1860,2022-08-06T09:40:32.189Z,2022-08-05T09:32:03.767Z,,Cook County,Apartment,2022-08-05T09:32:03.767Z,Inactive,2022-08-14T03:23:48.545Z,9,"5307-S-Hyde-Park-Blvd,-Apt-515,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 515,591,,
"5307 S Hyde Park Blvd, Apt 809, Chicago, IL 60615",5307 S Hyde Park Blvd,Chicago,IL,60615,1680,2022-08-06T09:39:47.563Z,2022-07-14T03:36:39.401Z,,Cook County,Apartment,2022-07-14T03:36:39.401Z,Inactive,2022-08-14T03:23:48.545Z,31,"5307-S-Hyde-Park-Blvd,-Apt-809,-Chicago,-IL-60615",41.799327,-87.583625,1,1,Apt 809,612,,
"5336 5338 S Hyde Park Blvd, Chicago, IL 60615",5336 5338 S Hyde Park Blvd,Chicago,IL,60615,995,2022-08-06T09:37:49.998Z,2020-07-04T06:19:30.794Z,,Cook County,Single Family,2021-06-17T03:20:43.072Z,Inactive,2022-08-14T03:23:48.545Z,424,"5336-5338-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798589,-87.584126,1,1,,,,
"5325 S Hyde Park Blvd, Chicago, IL 60615",5325 S Hyde Park Blvd,Chicago,IL,60615,1420,2022-08-06T09:24:13.029Z,2021-10-19T02:47:56.360Z,,Cook County,Single Family,2021-10-19T02:47:56.360Z,Inactive,2022-08-14T03:23:48.545Z,300,"5325-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798685,-87.583907,1,2,,,,
"5430 S Cornell Ave, Chicago, IL 60615",5430 S Cornell Ave,Chicago,IL,60615,1775,2022-08-06T09:16:50.393Z,2021-06-22T02:59:21.646Z,,Cook County,Single Family,2021-06-22T02:59:21.646Z,Inactive,2022-08-14T03:23:48.545Z,419,"5430-S-Cornell-Ave,-Chicago,-IL-60615",41.79715,-87.586004,1,2,,,,
"5300 5308 S Hyde Park Blvd, Chicago, IL 60615",5300 5308 S Hyde Park Blvd,Chicago,IL,60615,1850,2022-08-06T08:37:02.405Z,2020-06-26T18:48:24.880Z,,Cook County,Single Family,2021-06-17T03:23:37.117Z,Inactive,2022-08-14T03:23:48.545Z,424,"5300-5308-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.799339,-87.58447,1,2,,,,
"5337 S Hyde Park Blvd, Chicago, IL 60615",5337 S Hyde Park Blvd,Chicago,IL,60615,1600,2022-08-06T08:23:54.915Z,2021-06-19T02:53:56.354Z,,Cook County,Single Family,2021-06-19T02:53:56.354Z,Inactive,2022-08-14T03:23:48.545Z,422,"5337-S-Hyde-Park-Blvd,-Chicago,-IL-60615",41.798443,-87.583902,1,1,,,,
"5401 S Cornell Ave, Apt 403, Chicago, IL 60615",5401 S Cornell Ave,Chicago,IL,60615,869,2022-08-06T04:17:11.906Z,2022-08-05T01:53:53.777Z,,Cook County,Apartment,2022-08-05T01:53:53.777Z,Inactive,2022-08-14T03:22:15.615Z,10,"5401-S-Cornell-Ave,-Apt-403,-Chicago,-IL-60615",41.797903,-87.585057,1,,Apt 403,,,
"5300 S Shore Dr, Apt 74, Chicago, IL 60615",5300 S Shore Dr,Chicago,IL,60615,2200,2022-11-16T03:39:55.661Z,2022-10-18T02:25:01.656Z,,Cook County,Condo,2022-10-17T21:27:55.000Z,Active,,30,"5300-S-Shore-Dr,-Apt-74,-Chicago,-IL-60615",41.799289,-87.582913,2,2,Apt 74,1300,1920,
